short_ticker,iso,entity,frequency,currency,transformation,scale,source,description,first_date,last_date,last_insert_timestamp
RGFCFIN,IN,India,Q,DOMESTIC,Period level,Tens Millions,"Ministry of Statistics and Program Implementation, India",Real gross fixed capital formation,2011-01-01,2023-10-01,2024-02-29 17:10:48.079009
RCIIN,IN,India,Q,DOMESTIC,Period level,Tens Millions,"Ministry of Statistics and Program Implementation, India",Real change in inventories,2011-01-01,2023-10-01,2024-02-29 17:10:47.263949
REXPIN,IN,India,Q,DOMESTIC,Period level,Tens Millions,"Ministry of Statistics and Program Implementation, India",Real exports of goods and services,2011-01-01,2023-10-01,2024-02-29 17:10:47.647860
RIMPIN,IN,India,Q,DOMESTIC,Period level,Tens Millions,"Ministry of Statistics and Program Implementation, India",Real imports of goods and services,2011-01-01,2023-10-01,2024-02-29 17:10:48.307560
IIPAIN,IN,India,Q,USD,Period level,Milions,Reserve Bank of India,International investment position: Assets,2009-04-01,2023-07-01,2024-01-02 17:11:52.219890
IIPLIN,IN,India,Q,USD,Period level,Milions,Reserve Bank of India,International investment position: Liabilities,2009-04-01,2023-07-01,2024-01-02 17:11:53.274453
CLIIN,IN,India,M,INDEX,Period level,Units,OECD,OECD CLI,1994-04-01,2023-12-01,2024-01-13 00:40:33.527982
EXPMONIN,IN,India,M,USD,Period level,Milions,"Ministry of Statistics and Program Implementation, India",Monthly exports,2006-04-01,2024-02-01,2024-03-18 17:12:00.505465
IMPMONIN,IN,India,M,USD,Period level,Milions,"Ministry of Statistics and Program Implementation, India",Monthly imports,2006-04-01,2024-02-01,2024-03-18 17:14:11.300756
OILDEMIN,IN,India,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2024-01-01,2024-03-18 15:43:05.259902
GASOPRODIN,IN,India,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2024-01-01,2024-03-18 15:43:45.914458
GASODEMIN,IN,India,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2024-01-01,2024-03-18 15:44:30.464009
GASPRODIN,IN,India,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2024-01-01,2024-03-18 15:15:52.647217
GASDEMIN,IN,India,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2013-01-01,2024-01-01,2024-03-18 15:15:52.304667
COREIN,IN,India,M,INDEX,Period level,Units,Reserve Bank of India,Core consumer price index,2014-10-01,2024-02-01,2024-03-21 23:21:47.036916
MBIN,IN,India,M,DOMESTIC,% change on same period year ago,Units,Reserve Bank of India,Monetary base,2012-11-01,2024-01-01,2024-03-21 23:15:36.423188
GDPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Gross domestic product,1994-01-01,2023-10-01,2024-02-15 09:23:39.616957
PRCJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Private consumption,1994-01-01,2023-10-01,2024-02-15 09:23:39.690009
PUCJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Public consumption,1994-01-01,2023-10-01,2024-02-15 09:23:39.760426
GFCFJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Gross fixed capital formation,1994-01-01,2023-10-01,2024-02-15 09:23:39.832277
RGDPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Real gross domestic product,1994-01-01,2023-10-01,2024-02-15 09:23:40.047351
CPIJP,JP,Japan,M,INDEX,Period level,Units,Official Statistics of Japan,Consumer price index,1970-01-01,2024-02-01,2024-03-22 09:14:06.728963
PPIJP,JP,Japan,M,INDEX,Period level,Units,Bank of Japan,Producer price index,2015-01-01,2024-02-01,2024-03-12 19:10:16.482974
GBALJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Government balance,2015-01-01,2023-01-01,2023-12-28 09:24:26.456079
GSPEJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,General government total expenditure,2015-01-01,2023-01-01,2023-12-28 09:24:26.305489
GREVJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,General government total revenue,2015-01-01,2023-01-01,2023-12-28 09:24:26.379810
GDEBTJP,JP,Japan,Q,DOMESTIC,Period level,Hundreds Millions,Official Statistics of Japan,Government debt,2014-04-01,2023-10-01,2024-02-09 09:23:10.827443
URATEJP,JP,Japan,M,PERCENT,Period level,Units,Official Statistics of Japan,Unemployment,1983-01-01,2024-02-01,2024-03-29 09:10:08.237274
EMPJP,JP,Japan,M,PERSONS,Period level,Tens thousands,Official Statistics of Japan,Total employment,2014-06-01,2024-02-01,2024-03-29 09:18:20.989767
EMRATIOJP,JP,Japan,M,PERCENT,Period level,Units,Official Statistics of Japan,Employment to working age population,2000-01-01,2024-02-01,2024-03-29 09:10:12.311538
RETAJP,JP,Japan,M,INDEX,Period level,Units,"Ministry of Economy, Trade, and Ind., Japan",Retail trade,2002-01-01,2024-01-01,2024-03-18 10:55:08.857701
IPJP,JP,Japan,M,INDEX,Period level,Units,Official Statistics of Japan,Industrial production,2014-06-01,2024-02-01,2024-03-29 09:18:18.730014
SENTJP,JP,Japan,M,INDEX,Period level,Units,International Monetary Fund,Sentiment index,1982-04-01,2019-02-01,2019-10-30 02:12:52.939231
CONFJP,JP,Japan,M,INDEX,Period level,Units,"Cabinet Office, Japan",Consumer confidence index,1982-06-01,2024-02-01,2024-03-01 17:45:05.165020
OILPRODJP,JP,Japan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2024-01-01,2024-03-18 15:42:30.011690
EXPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Bank of Japan,Exports of goods and services,1994-01-01,2023-10-01,2024-04-08 19:11:27.163035
IMPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Bank of Japan,Imports of goods and services,1994-01-01,2023-10-01,2024-04-08 19:11:28.089754
CAJP,JP,Japan,M,DOMESTIC,Period level,Hundreds Millions,Bank of Japan,Current account balance,1996-01-01,2024-02-01,2024-04-08 19:10:28.090837
POPJP,JP,Japan,M,PERSONS,Period level,Tens thousands,Official Statistics of Japan,Population,2010-01-01,2024-03-01,2024-03-21 09:23:22.698960
HOUJP,JP,Japan,Q,INDEX,Period level,Units,Bank for International Settlements,House price,1955-01-01,2023-07-01,2024-01-27 04:24:00.180638
NIIPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Bank of Japan,Net international investment position,2014-01-01,2023-10-01,2024-03-08 19:10:30.272724
NPLJP,JP,Japan,Q,PERCENT,Period level,Units,International Monetary Fund,Non performing loans,2009-07-01,2019-07-01,2020-05-05 22:14:57.624011
Y10YDJP,JP,Japan,D,PERCENT,Period level,Units,"Ministry of Finance, Japan",Long term yield,1986-07-05,2024-04-05,2024-04-08 19:06:29.805655
M3YDJP,JP,Japan,M,PERCENT,Period level,Units,Japan Securities Dealers Association,3 month yield,1986-01-01,2024-04-01,2024-04-01 19:08:09.123219
POLIRJP,JP,Japan,M,PERCENT,Period level,Units,Bank of Japan,Policy rate - short term,1985-07-01,2024-03-01,2024-04-03 19:10:13.342780
SEIJP,JP,Japan,M,INDEX,Period level,Units,International Monetary Fund,Stock exchange index,1959-01-01,2019-02-01,2019-10-30 02:12:56.839274
REERJP,JP,Japan,M,INDEX,Period level,Units,Bank for International Settlements,Real effective exchange rate,1994-01-01,2024-02-01,2024-03-21 04:13:45.945454
M3JP,JP,Japan,M,DOMESTIC,Period level,Hundreds Millions,Bank of Japan,Money supply,2003-04-01,2024-02-01,2024-03-11 19:10:08.966795
CREDJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Bank for International Settlements,Domestic credit,1997-10-01,2023-07-01,2024-03-05 03:59:46.668302
RPRCJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Real private consumption,1994-01-01,2023-10-01,2024-02-15 09:23:40.115584
RPUCJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Real public consumption,1994-01-01,2023-10-01,2024-02-15 09:23:40.182123
RGFCFJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Real gross fixed capital formation,1994-01-01,2023-10-01,2024-02-15 09:23:40.250186
REXPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Real exports of goods and services,1994-01-01,2023-10-01,2024-02-15 09:23:40.317260
RIMPJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Official Statistics of Japan,Real imports of goods and services,1994-01-01,2023-10-01,2024-02-15 09:23:40.384758
IIPAJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Bank of Japan,International investment position: Assets,2014-01-01,2023-10-01,2024-03-08 19:10:30.090423
IIPLJP,JP,Japan,Q,DOMESTIC,Period level,Billions,Bank of Japan,International investment position: Liabilities,2014-01-01,2023-10-01,2024-03-08 19:10:30.180471
CLIJP,JP,Japan,M,INDEX,Period level,Units,OECD,OECD CLI,1959-01-01,2023-12-01,2024-01-13 00:40:37.629188
EXPMONJP,JP,Japan,M,DOMESTIC,Period level,Thousands,Official Statistics of Japan,Monthly exports,2017-02-01,2024-02-01,2024-03-26 09:19:32.318879
IMPMONJP,JP,Japan,M,DOMESTIC,Period level,Thousands,Official Statistics of Japan,Monthly imports,2017-02-01,2024-02-01,2024-03-26 09:21:42.770399
OILDEMJP,JP,Japan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2024-01-01,2024-03-18 15:43:08.957310
GASOPRODJP,JP,Japan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2024-01-01,2024-03-18 15:43:49.545946
GASODEMJP,JP,Japan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2024-01-01,2024-03-18 15:44:34.097895
GASPRODJP,JP,Japan,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-01-01,2024-01-01,2024-03-18 15:15:56.351047
GASDEMJP,JP,Japan,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-01-01,2024-01-01,2024-03-18 15:15:56.017813
ACPOPJP,JP,Japan,M,PERSONS,Period level,Tens thousands,Official Statistics of Japan,Active population,2000-01-01,2024-02-01,2024-03-29 09:10:11.678119
COREJP,JP,Japan,M,INDEX,Period level,Units,Official Statistics of Japan,Core consumer price index,1970-01-01,2024-02-01,2024-03-22 09:14:08.275836
MBJP,JP,Japan,M,DOMESTIC,Period level,Hundreds Millions,Bank of Japan,Monetary base,1980-01-01,2024-03-01,2024-04-02 19:10:06.528745
GDPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1991-01-01,2023-10-01,2024-02-13 05:47:30.875639
PRCDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1991-01-01,2023-10-01,2024-02-23 18:00:01.381665
PUCDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1991-01-01,2023-10-01,2024-02-23 17:59:52.652372
CONDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1991-01-01,2023-10-01,2024-02-23 18:00:17.744359
GCFDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Gross capital formation,1991-01-01,2023-10-01,2024-02-23 18:00:24.067517
GFCFDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Gross fixed capital formation,1991-01-01,2023-10-01,2024-02-23 17:59:44.028746
CIDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Change in inventories,1991-01-01,2023-10-01,2024-02-23 18:00:30.410577
CBALDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1991-01-01,2023-10-01,2024-02-23 18:00:58.418930
RGDPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross domestic product,1991-01-01,2023-10-01,2024-02-13 05:47:22.088153
GDPPCDE,DE,Germany,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1991-01-01,2023-01-01,2024-01-21 23:38:51.556083
CPIDE,DE,Germany,M,INDEX,Period level,Units,Federal Statistical Office of Germany,Consumer price index,2012-03-01,2024-03-01,2024-04-03 02:20:06.270123
PPIDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Producer price index,1976-01-01,2024-02-01,2024-04-01 21:05:50.234862
GBALDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Government balance,2002-01-01,2023-04-01,2023-10-23 12:25:08.016694
GSPEDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,General government total expenditure,2002-01-01,2023-04-01,2023-10-23 12:25:08.197513
GREVDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,General government total revenue,2002-01-01,2023-04-01,2023-10-23 12:25:08.390048
GDEBTDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Government debt,2000-01-01,2023-04-01,2023-10-24 12:35:35.279996
GDEBTNDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Government net debt,1998-10-01,2023-07-01,2024-01-22 11:19:27.807035
URATEDE,DE,Germany,M,PERCENT,Period level,Units,Eurostat,Unemployment,1991-01-01,2024-02-01,2024-03-29 02:20:09.399395
JVRDE,DE,Germany,Q,PERCENT,Period level,Units,Eurostat,Job vacancy rate,2010-10-01,2023-10-01,2024-02-19 12:35:14.212715
EMPDE,DE,Germany,Q,PERSONS,Period level,Thousands,Eurostat,Total employment,2009-01-01,2023-07-01,2023-12-15 05:35:43.956368
EMRATIODE,DE,Germany,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2009-01-01,2023-07-01,2023-12-15 05:35:44.165010
RETADE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Retail trade,1994-01-01,2024-02-01,2024-04-01 21:43:37.158216
IPDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Industrial production,1991-01-01,2024-01-01,2024-03-28 17:48:28.712519
CPDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Construction production,1991-01-01,2024-01-01,2024-04-01 22:41:03.604436
INVERDE,DE,Germany,Y,PERCENT,Period level,Units,Eurostat,Investment rate,2007-01-01,2022-01-01,2023-04-27 10:23:25.546994
SENTDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Sentiment index,1980-01-01,2024-03-01,2024-03-27 13:09:05.145033
CONFDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,1985-01-01,2024-03-01,2024-03-27 13:09:06.266011
UTILDE,DE,Germany,Q,PERCENT,Period level,Units,Eurostat,Utilization rate,1980-01-01,2024-01-01,2024-01-30 18:02:30.035403
DWPEDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Dwelling permits,2000-01-01,2024-01-01,2024-04-01 22:25:27.940986
NFCIDE,DE,Germany,Q,PERCENT,Period level,Units,Eurostat,Non-financial corporations investment rate,2016-04-01,2023-07-01,2024-01-22 06:05:54.525506
CARDE,DE,Germany,M,OTHER NUMBER,Period level,Units,European Automobile Manufacturers,Passenger car sales,1990-01-01,2022-12-01,2023-01-19 02:22:10.147314
ELEDE,DE,Germany,M,INDEX,Period level,Units,Eurostat,Production electricity,1991-01-01,2024-01-01,2024-04-01 23:33:07.167933
OILPRODDE,DE,Germany,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2024-01-01,2024-03-18 15:42:25.067430
EXPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Exports of goods and services,1991-01-01,2023-10-01,2024-02-23 18:01:19.038975
IMPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Imports of goods and services,1991-01-01,2023-10-01,2024-02-23 17:59:35.243819
CADE,DE,Germany,M,DOMESTIC,Period level,Milions,Eurostat,Current account balance,1991-01-01,2024-01-01,2024-03-21 06:14:10.654363
POPDE,DE,Germany,Y,PERSONS,Period level,Units,Eurostat,Population,1960-01-01,2022-01-01,2023-02-22 13:09:05.961457
HHSDE,DE,Germany,Q,PERCENT,Period level,Units,Eurostat,Household saving,2016-04-01,2023-07-01,2024-01-22 06:05:33.889162
HHDIRDE,DE,Germany,Y,PERCENT,Period level,Units,Eurostat,Household debt to income ratio,2007-01-01,2022-01-01,2023-10-27 09:55:21.614313
HOUDE,DE,Germany,Q,INDEX,Period level,Units,Eurostat,House price,2005-01-01,2023-10-01,2024-04-04 09:35:05.951034
NIIPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Net international investment position,1999-10-01,2022-07-01,2023-01-11 05:51:59.177137
Y10YDDE,DE,Germany,M,PERCENT,Period level,Units,Eurostat,Long term yield,1980-01-01,2024-02-01,2024-03-13 12:35:16.168612
SEIDE,DE,Germany,M,INDEX,Period level,Units,International Monetary Fund,Stock exchange index,1960-01-01,2019-02-01,2019-10-30 02:12:21.188917
REERDE,DE,Germany,M,INDEX,Period level,Units,Bank for International Settlements,Real effective exchange rate,1994-01-01,2024-02-01,2024-03-21 04:13:37.854380
CREDDE,DE,Germany,Q,DOMESTIC,Period level,Billions,Bank for International Settlements,Domestic credit,1998-10-01,2023-07-01,2024-03-05 03:59:44.214736
TBDE,DE,Germany,M,DOMESTIC,Period level,Milions,Eurostat,Trade balance,1991-01-01,2024-01-01,2024-03-21 06:14:14.328894
RGDPPCDE,DE,Germany,Y,VOLUME,Period level,Units,Eurostat,Real GDP per capita,1991-01-01,2023-01-01,2024-01-21 23:38:51.477513
RPRCDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real private consumption,1991-01-01,2023-10-01,2024-02-23 17:59:24.072002
RPUCDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real public consumption,1991-01-01,2023-10-01,2024-02-23 17:59:15.199551
RCONDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real total consumption,1991-01-01,2023-10-01,2024-02-23 18:00:41.711343
RGCFDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross capital formation,1991-01-01,2023-10-01,2024-02-23 18:00:35.367451
RGFCFDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross fixed capital formation,1991-01-01,2023-10-01,2024-02-23 17:59:06.599821
REXPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real exports of goods and services,1991-01-01,2023-10-01,2024-02-23 17:58:49.117681
RIMPDE,DE,Germany,Q,DOMESTIC,Period level,Milions,Eurostat,Real imports of goods and services,1991-01-01,2023-10-01,2024-02-23 17:58:57.935593
NYDE,DE,Germany,M,DOMESTIC,Period level,Milions,Eurostat,Net income from abroad (Primary Income),1991-01-01,2024-01-01,2024-03-21 06:14:15.212494
NCTDE,DE,Germany,M,DOMESTIC,Period level,Milions,Eurostat,Net current transfers (Secondary Income),1991-01-01,2024-01-01,2024-03-21 06:14:16.089731
KADE,DE,Germany,M,DOMESTIC,Period level,Milions,Eurostat,Capital account,1991-01-01,2024-01-01,2024-03-21 06:14:09.768936
